# MTA NYC subway stations. Pulled from data.ny.gov dataset 39hk-dx4f
# ("MTA Subway Stations") via scripts/refresh-mta-stations.sh; rerun
# that script to refresh after service changes.
#
# Schema:
#   stop_id     — GTFS parent stop id (e.g. "B12", "R01"). Platforms are
#                 <id>N (north / often uptown / Manhattan-bound) and <id>S
#                 (south / often downtown / Coney-bound).
#   stop_name   — display name as MTA prints it.
#   borough     — Bk / Bx / M / Q / SI.
#   lines       — semicolon-joined daytime routes serving this station.
#   lat, lon    — WGS84 from GTFS, used for nearest-stop discovery.
#   north_label,
#   south_label — Direction labels. Hand-curated overrides preserved by
#                 the refresh script; missing rows pull MTA defaults.
#                 Edit by hand to make voice aliasing snappier.
#
# Two consumers:
#   - jasper/subway.py  → voice-direction labelling for arrivals tool
#   - jasper/transit/providers/nyc_subway.py
#                       → nearest-stop discovery from user's coords
stop_id,stop_name,borough,lines,lat,lon,north_label,south_label
F35,Kings Hwy,Bk,F,40.603217,-73.972361,Manhattan,Southbound
F36,Avenue U,Bk,F,40.596063,-73.973357,Manhattan,Coney Island
F38,Avenue X,Bk,F,40.58962,-73.97425,Manhattan,Coney Island
F39,Neptune Av,Bk,F,40.581011,-73.974574,Manhattan,Coney Island
G05,Jamaica Center-Parsons/Archer,Q,E;J;Z,40.702147,-73.801109,Last Stop,Manhattan
G06,Sutphin Blvd-Archer Av-JFK Airport,Q,E;J;Z,40.700486,-73.807969,Jamaica,Manhattan
G07,Jamaica-Van Wyck,Q,E,40.702566,-73.816859,Jamaica,Manhattan
G08,Forest Hills-71 Av,Q,E;F;M;R,40.721691,-73.844521,Outbound,Manhattan
G09,67 Av,Q,M;R,40.726523,-73.852719,Outbound,Manhattan
G10,63 Dr-Rego Park,Q,M;R,40.729846,-73.861604,Outbound,Manhattan
G11,Woodhaven Blvd,Q,M;R,40.733106,-73.869229,Outbound,Manhattan
G12,Grand Av-Newtown,Q,M;R,40.737015,-73.877223,Outbound,Manhattan
G13,Elmhurst Av,Q,M;R,40.742454,-73.882017,Outbound,Manhattan
G14,Jackson Hts-Roosevelt Av,Q,E;F;M;R,40.746644,-73.891338,Outbound,Manhattan
G15,65 St,Q,M;R,40.749669,-73.898453,Outbound,Manhattan
G16,Northern Blvd,Q,M;R,40.752885,-73.906006,Outbound,Manhattan
G18,46 St,Q,M;R,40.756312,-73.913333,Outbound,Manhattan
G19,Steinway St,Q,M;R,40.756879,-73.92074,Outbound,Manhattan
G20,36 St,Q,M;R,40.752039,-73.928781,Outbound,Manhattan
G21,Queens Plaza,Q,E;F;R,40.748973,-73.937243,Outbound,Manhattan
G22,Court Sq,Q,G,40.746554,-73.943832,Last Stop,Brooklyn
G24,21 St,Q,G,40.744065,-73.949724,Court Square,Brooklyn
G26,Greenpoint Av,Bk,G,40.731352,-73.954449,Queens,Southbound
G28,Nassau Av,Bk,G,40.724635,-73.951277,Queens,Southbound
G29,Metropolitan Av,Bk,G,40.712792,-73.951418,Queens,Southbound
G30,Broadway,Bk,G,40.706092,-73.950308,Queens,Southbound
G31,Flushing Av,Bk,G,40.700377,-73.950234,Queens,Southbound
G32,Myrtle-Willoughby Avs,Bk,G,40.694568,-73.949046,Queens,Southbound
G33,Bedford-Nostrand Avs,Bk,G,40.689627,-73.953522,Queens,Southbound
G34,Classon Av,Bk,G,40.688873,-73.96007,Queens,Southbound
G35,Clinton-Washington Avs,Bk,G,40.688089,-73.966839,Queens,Southbound
G36,Fulton St,Bk,G,40.687119,-73.975375,Queens,Southbound
H01,Aqueduct Racetrack,Q,A,40.672097,-73.835919,Manhattan,Rockaways
H02,Aqueduct-N Conduit Av,Q,A,40.668234,-73.834058,Manhattan,Rockaways
H03,Howard Beach-JFK Airport,Q,A,40.660476,-73.830301,Manhattan,Rockaways
H04,Broad Channel,Q,A;S,40.608382,-73.815925,Inbound,Rockaways
H06,Beach 67 St,Q,A,40.590927,-73.796924,Manhattan,Far Rockaway
H07,Beach 60 St,Q,A,40.592374,-73.788522,Manhattan,Far Rockaway
H08,Beach 44 St,Q,A,40.592943,-73.776013,Manhattan,Far Rockaway
H09,Beach 36 St,Q,A,40.595398,-73.768175,Manhattan,Far Rockaway
H10,Beach 25 St,Q,A,40.600066,-73.761353,Manhattan,Far Rockaway
H11,Far Rockaway-Mott Av,Q,A,40.603995,-73.755405,Manhattan,Last Stop
H12,Beach 90 St,Q,A;S,40.588034,-73.813641,Inbound,Rockaway Park
H13,Beach 98 St,Q,A;S,40.585307,-73.820558,Inbound,Rockaway Park
H14,Beach 105 St,Q,A;S,40.583209,-73.827559,Inbound,Rockaway Park
H15,Rockaway Park-Beach 116 St,Q,A;S,40.580903,-73.835592,Inbound,Last Stop
J12,121 St,Q,J;Z,40.700492,-73.828294,Jamaica,Manhattan
J13,111 St,Q,J,40.697418,-73.836345,Jamaica,Manhattan
J14,104 St,Q,J;Z,40.695178,-73.84433,Jamaica,Manhattan
J15,Woodhaven Blvd,Q,J;Z,40.693879,-73.851576,Jamaica,Manhattan
J16,85 St-Forest Pkwy,Q,J,40.692435,-73.86001,Jamaica,Manhattan
J17,75 St-Elderts Ln,Q,J;Z,40.691324,-73.867139,Jamaica,Manhattan
J19,Cypress Hills,Bk,J,40.689941,-73.87255,Queens,Manhattan
J20,Crescent St,Bk,J;Z,40.683194,-73.873785,Outbound,Manhattan
J21,Norwood Av,Bk,J;Z,40.68141,-73.880039,Outbound,Manhattan
J22,Cleveland St,Bk,J,40.679947,-73.884639,Outbound,Manhattan
J23,Van Siclen Av,Bk,J;Z,40.678024,-73.891688,Outbound,Manhattan
J24,Alabama Av,Bk,J;Z,40.676992,-73.898654,Outbound,Manhattan
J27,Broadway Junction,Bk,J;Z,40.679498,-73.904512,Outbound,Manhattan
J28,Chauncey St,Bk,J;Z,40.682893,-73.910456,Outbound,Manhattan
J29,Halsey St,Bk,J,40.68637,-73.916559,Outbound,Manhattan
J30,Gates Av,Bk,J;Z,40.68963,-73.92227,Outbound,Manhattan
J31,Kosciuszko St,Bk,J,40.693342,-73.928814,Outbound,Manhattan
L01,8 Av,M,L,40.739777,-74.002578,Last Stop,Brooklyn
L02,6 Av,M,L,40.737335,-73.996786,West Side,Brooklyn
L03,14 St-Union Sq,M,L,40.734789,-73.99073,West Side,Brooklyn
L05,3 Av,M,L,40.732849,-73.986122,West Side,Brooklyn
L06,1 Av,M,L,40.730953,-73.981628,West Side,Brooklyn
L08,Bedford Av,Bk,L,40.717304,-73.956872,Manhattan,Outbound
L10,Lorimer St,Bk,L,40.714063,-73.950275,Manhattan,Outbound
L11,Graham Av,Bk,L,40.714565,-73.944053,Manhattan,Outbound
L12,Grand St,Bk,L,40.711926,-73.94067,Manhattan,Outbound
L13,Montrose Av,Bk,L,40.707739,-73.93985,Manhattan,Outbound
L14,Morgan Av,Bk,L,40.706152,-73.933147,Manhattan,Outbound
L15,Jefferson St,Bk,L,40.706607,-73.922913,Manhattan,Outbound
L16,DeKalb Av,Bk,L,40.703811,-73.918425,Manhattan,Outbound
L17,Myrtle-Wyckoff Avs,Bk,L,40.699814,-73.911586,Manhattan,Outbound
L19,Halsey St,Q,L,40.695602,-73.904084,Manhattan,Outbound
L20,Wilson Av,Bk,L,40.688764,-73.904046,Manhattan,Outbound
L21,Bushwick Av-Aberdeen St,Bk,L,40.682829,-73.905249,Manhattan,Outbound
L22,Broadway Junction,Bk,L,40.678856,-73.90324,Manhattan,Outbound
L24,Atlantic Av,Bk,L,40.675345,-73.903097,Manhattan,Canarsie
L25,Sutter Av,Bk,L,40.669367,-73.901975,Manhattan,Canarsie
L26,Livonia Av,Bk,L,40.664038,-73.900571,Manhattan,Canarsie
L27,New Lots Av,Bk,L,40.658733,-73.899232,Manhattan,Canarsie
L28,East 105 St,Bk,L,40.650573,-73.899485,Manhattan,Canarsie
L29,Canarsie-Rockaway Pkwy,Bk,L,40.646654,-73.90185,Manhattan,Last Stop
M01,Middle Village-Metropolitan Av,Q,M,40.711396,-73.889601,Inbound,Last Stop
M04,Fresh Pond Rd,Q,M,40.706186,-73.895877,Inbound,Middle Village
M05,Forest Av,Q,M,40.704423,-73.903077,Inbound,Middle Village
M06,Seneca Av,Q,M,40.702762,-73.90774,Inbound,Middle Village
M08,Myrtle-Wyckoff Avs,Bk,M,40.69943,-73.912385,Inbound,Middle Village
M09,Knickerbocker Av,Bk,M,40.698664,-73.919711,Inbound,Middle Village
M10,Central Av,Bk,M,40.697857,-73.927397,Inbound,Middle Village
M11,Myrtle Av,Bk,M;J;Z,40.697207,-73.935657,Outbound,Manhattan
M12,Flushing Av,Bk,M;J,40.70026,-73.941126,Outbound,Manhattan
M13,Lorimer St,Bk,M;J,40.703869,-73.947408,Outbound,Manhattan
M14,Hewes St,Bk,M;J,40.70687,-73.953431,Outbound,Manhattan
M16,Marcy Av,Bk,M;J;Z,40.708359,-73.957757,Outbound,Manhattan
M18,Delancey St-Essex St,M,M;J;Z,40.718315,-73.987437,Brooklyn,Inbound
M19,Bowery,M,J;Z,40.72028,-73.993915,Brooklyn,Downtown
M20,Canal St,M,J;Z,40.718092,-73.999892,Brooklyn,Downtown
M21,Chambers St,M,J;Z,40.713243,-74.003401,Brooklyn,Downtown
M22,Fulton St,M,J;Z,40.710374,-74.007582,Brooklyn,Downtown
M23,Broad St,M,J;Z,40.706476,-74.011056,Brooklyn,Last Stop
N02,8 Av,Bk,N,40.635064,-74.011719,Manhattan,Coney Island
N03,Fort Hamilton Pkwy,Bk,N,40.631386,-74.005351,Manhattan,Coney Island
N04,New Utrecht Av,Bk,N,40.624842,-73.996353,Manhattan,Coney Island
N05,18 Av,Bk,N,40.620671,-73.990414,Manhattan,Coney Island
N06,20 Av,Bk,N,40.61741,-73.985026,Manhattan,Coney Island
N07,Bay Pkwy,Bk,N,40.611815,-73.981848,Manhattan,Coney Island
N08,Kings Hwy,Bk,N,40.603923,-73.980353,Manhattan,Coney Island
N09,Avenue U,Bk,N,40.597473,-73.979137,Manhattan,Coney Island
N10,86 St,Bk,N,40.592721,-73.97823,Manhattan,Coney Island
Q01,Canal St,M,N;Q,40.718383,-74.00046,Uptown,Downtown
Q03,72 St,M,Q,40.768799,-73.958424,Uptown,Downtown
Q04,86 St,M,Q,40.777891,-73.951787,Uptown,Downtown
Q05,96 St,M,Q,40.784318,-73.947152,Last Stop,Downtown
R01,Astoria-Ditmars Blvd,Q,N;W,40.775036,-73.912034,Last Stop,Manhattan
R03,Astoria Blvd,Q,N;W,40.770258,-73.917843,Astoria,Manhattan
R04,30 Av,Q,N;W,40.766779,-73.921479,Astoria,Manhattan
R05,Broadway,Q,N;W,40.76182,-73.925508,Astoria,Manhattan
R06,36 Av,Q,N;W,40.756804,-73.929575,Astoria,Manhattan
R08,39 Av-Dutch Kills,Q,N;W,40.752882,-73.932755,Astoria,Manhattan
R09,Queensboro Plaza,Q,N;W,40.750582,-73.940202,Astoria,Manhattan
R11,Lexington Av/59 St,M,N;R;W,40.76266,-73.967258,Queens,Downtown
R13,5 Av/59 St,M,N;R;W,40.764811,-73.973347,Queens,Downtown
R14,57 St-7 Av,M,N;Q;R;W,40.764664,-73.980658,Uptown,Downtown
R15,49 St,M,N;R;W,40.759901,-73.984139,Uptown,Downtown
R16,Times Sq-42 St,M,N;Q;R;W,40.754672,-73.986754,Uptown,Downtown
R17,34 St-Herald Sq,M,N;Q;R;W,40.749567,-73.98795,Uptown,Downtown
R18,28 St,M,R;W,40.745494,-73.988691,Uptown,Downtown
R19,23 St,M,R;W,40.741303,-73.989344,Uptown,Downtown
R20,14 St-Union Sq,M,N;Q;R;W,40.735736,-73.990568,Uptown,Downtown
R21,8 St-NYU,M,R;W,40.730328,-73.992629,Uptown,Downtown
R22,Prince St,M,R;W,40.724329,-73.997702,Uptown,Downtown
R23,Canal St,M,R;W,40.719527,-74.001775,Uptown,Downtown
R24,City Hall,M,R;W,40.713282,-74.006978,Uptown,Downtown
R25,Cortlandt St,M,R;W,40.710668,-74.011029,Uptown,Downtown
R26,Rector St,M,R;W,40.70722,-74.013342,Uptown,Downtown
R27,Whitehall St-South Ferry,M,R;W,40.703087,-74.012994,Uptown,Downtown
R28,Court St,Bk,R,40.6941,-73.991777,Manhattan,Southbound
R29,Jay St-MetroTech,Bk,R,40.69218,-73.985942,Manhattan,Southbound
R30,DeKalb Av,Bk,B;Q;R,40.690635,-73.981824,Manhattan,Southbound
R31,Atlantic Av-Barclays Ctr,Bk,D;N;R,40.683666,-73.97881,Manhattan,Southbound
R32,Union St,Bk,R,40.677316,-73.98311,Manhattan,Southbound
R33,4 Av-9 St,Bk,R,40.670847,-73.988302,Manhattan,Southbound
R34,Prospect Av,Bk,R,40.665414,-73.992872,Manhattan,Southbound
R35,25 St,Bk,R,40.660397,-73.998091,Manhattan,Southbound
R36,36 St,Bk,D;N;R,40.655144,-74.003549,Manhattan,Southbound
R39,45 St,Bk,R,40.648939,-74.010006,Manhattan,Southbound
R40,53 St,Bk,R,40.645069,-74.014034,Manhattan,Southbound
R41,59 St,Bk,N;R,40.641362,-74.017881,Manhattan,Southbound
R42,Bay Ridge Av,Bk,R,40.634967,-74.023377,Manhattan,Bay Ridge
R43,77 St,Bk,R,40.629742,-74.02551,Manhattan,Bay Ridge
R44,86 St,Bk,R,40.622687,-74.028398,Manhattan,Bay Ridge
R45,Bay Ridge-95 St,Bk,R,40.616622,-74.030876,Manhattan,Last Stop
S01,Franklin Av,Bk,S,40.680596,-73.955827,Last Stop,Prospect Park
S03,Park Pl,Bk,S,40.674772,-73.957624,Franklin Av,Prospect Park
S04,Botanic Garden,Bk,S,40.670343,-73.959245,Franklin Av,Prospect Park
S09,Tottenville,SI,SIR,40.512764,-74.251961,Ferry,Last Stop
S11,Arthur Kill,SI,SIR,40.516578,-74.242096,Ferry,Tottenville
S13,Richmond Valley,SI,SIR,40.519631,-74.229141,Ferry,Tottenville
S14,Pleasant Plains,SI,SIR,40.52241,-74.217847,Ferry,South Shore
S15,Prince's Bay,SI,SIR,40.525507,-74.200064,Ferry,South Shore
S16,Huguenot,SI,SIR,40.533674,-74.191794,Ferry,South Shore
S17,Annadale,SI,SIR,40.54046,-74.178217,Ferry,South Shore
S18,Eltingville,SI,SIR,40.544601,-74.16457,Ferry,South Shore
S19,Great Kills,SI,SIR,40.551231,-74.151399,Ferry,South Shore
S20,Bay Terrace,SI,SIR,40.5564,-74.136907,Ferry,South Shore
S21,Oakwood Heights,SI,SIR,40.56511,-74.12632,Ferry,South Shore
S22,New Dorp,SI,SIR,40.57348,-74.11721,Ferry,South Shore
S23,Grant City,SI,SIR,40.578965,-74.109704,Ferry,South Shore
S24,Jefferson Av,SI,SIR,40.583591,-74.103338,Ferry,South Shore
S25,Dongan Hills,SI,SIR,40.588849,-74.09609,Ferry,South Shore
S26,Old Town,SI,SIR,40.596612,-74.087368,Ferry,South Shore
S27,Grasmere,SI,SIR,40.603117,-74.084087,Ferry,South Shore
S28,Clifton,SI,SIR,40.621319,-74.071402,Ferry,South Shore
S29,Stapleton,SI,SIR,40.627915,-74.075162,Ferry,South Shore
S30,Tompkinsville,SI,SIR,40.636949,-74.074835,Ferry,South Shore
S31,St George,SI,SIR,40.643748,-74.073643,Last Stop,South Shore
